time[YYYY-MM-DD hh:mm:ss PST], turbidity, fluorescence
9/3/15 17:59,0.198,2.021
9/3/15 18:14,0.18,1.972
9/3/15 18:29,0.18,1.888
9/3/15 18:44,0.198,1.888
9/3/15 18:59,0.174,1.73
9/3/15 19:14,0.186,1.863
9/3/15 19:29,0.186,1.972
9/3/15 19:44,0.168,1.924
9/3/15 19:59,0.168,1.779
9/3/15 20:14,0.192,1.876
9/3/15 20:29,0.168,1.755
9/3/15 20:44,0.192,2.033
9/3/15 20:59,0.222,2.481
9/3/15 21:14,0.264,2.263
9/3/15 21:29,0.492,2.783
9/3/15 21:44,0.51,3.025
9/3/15 21:59,0.51,2.735
9/3/15 22:14,0.486,2.759
9/3/15 22:29,0.504,2.856
9/3/15 22:44,0.468,2.747
9/3/15 22:59,0.468,2.468
9/3/15 23:14,0.45,2.698
9/3/15 23:30,0.462,2.856
9/3/15 23:45,0.522,2.795
9/4/15 0:00,0.444,2.541
9/4/15 0:15,0.42,2.686
9/4/15 0:30,0.396,2.505
9/4/15 0:45,0.396,2.493
9/4/15 1:00,0.36,2.202
9/4/15 1:15,4.908,2.638
9/4/15 1:30,0.36,2.178
9/4/15 1:45,0.372,2.142
9/4/15 2:00,0.33,2.226
9/4/15 2:15,0.3,2.093
9/4/15 2:30,0.312,1.827
9/4/15 2:45,0.246,1.706
9/4/15 3:00,0.198,1.597
9/4/15 3:15,0.21,1.658
9/4/15 3:30,0.168,1.658
9/4/15 3:45,0.174,1.694
9/4/15 4:00,0.174,1.9
9/4/15 4:15,0.168,1.997
9/4/15 4:30,0.186,1.863
9/4/15 4:45,0.15,1.658
9/4/15 5:00,0.162,1.839
9/4/15 5:15,0.162,2.045
9/4/15 5:30,0.18,1.924
9/4/15 5:45,0.174,1.948
9/4/15 6:00,0.156,1.742
9/4/15 6:15,0.216,2.299
9/4/15 6:30,0.162,2.444
9/4/15 6:45,0.216,2.396
9/4/15 7:01,0.174,1.876
9/4/15 7:16,0.192,1.863
9/4/15 7:31,0.126,0.883
9/4/15 7:46,0.108,0.762
9/4/15 8:01,0.108,0.726
9/4/15 8:16,0.102,0.532
9/4/15 8:46,0.132,0.52
9/4/15 9:16,0.096,0.46
9/4/15 9:46,0.096,0.399
9/4/15 10:01,0.09,0.375
9/4/15 10:16,0.3,0.762
9/4/15 10:31,0.444,1.15
9/4/15 10:46,0.426,1.053
9/4/15 11:01,0.444,0.992
9/4/15 11:16,0.42,0.932
9/4/15 11:31,0.408,0.944
9/4/15 11:46,0.396,0.968
9/4/15 12:01,0.396,1.016
9/4/15 12:16,0.384,0.992
9/4/15 12:31,0.348,0.968
9/4/15 12:46,0.372,0.968
9/4/15 13:01,0.336,0.932
9/4/15 13:16,0.324,0.908
9/4/15 13:31,0.348,0.956
9/4/15 13:47,0.306,0.944
9/4/15 14:01,0.306,0.908
9/4/15 14:16,0.276,0.883
9/4/15 14:32,0.288,0.932
9/4/15 14:47,0.246,0.883
9/4/15 15:02,0.54,0.847
9/4/15 15:17,0.204,0.908
9/4/15 15:32,0.228,0.883
9/4/15 15:47,0.252,0.92
9/4/15 16:02,0.186,1.004
9/4/15 16:17,0.258,1.525
9/4/15 16:32,0.18,1.101
9/4/15 16:47,0.108,1.065
9/4/15 17:02,0.354,2.831
9/4/15 17:17,0.27,1.694
9/4/15 17:32,0.474,1.585
9/4/15 17:47,0.156,1.537
9/4/15 18:02,0.198,1.5
9/4/15 18:17,0.144,1.416
9/4/15 18:32,0.468,2.069
9/4/15 18:48,0.534,2.505
9/4/15 19:02,0.516,2.493
9/4/15 19:17,0.462,2.396
9/4/15 19:32,0.45,2.287
9/4/15 19:48,0.432,2.263
9/4/15 20:03,0.552,2.856
9/4/15 20:17,0.558,2.868
9/4/15 20:32,0.474,2.783
9/4/15 20:47,0.468,2.674
9/4/15 21:02,0.426,2.432
9/4/15 21:17,0.438,2.807
9/4/15 21:32,0.516,2.553
9/4/15 21:47,0.396,2.529
9/4/15 22:03,0.378,2.299
9/4/15 22:18,0.366,2.311
9/4/15 22:33,0.324,2.226
9/4/15 22:48,0.444,2.589
9/4/15 23:03,0.462,2.698
9/4/15 23:18,0.438,2.493
9/4/15 23:33,0.426,2.481
9/4/15 23:48,0.402,2.384
9/5/15 0:03,0.39,2.456
9/5/15 0:18,0.372,2.19
9/5/15 0:33,0.378,2.432
9/5/15 0:48,0.48,2.456
9/5/15 1:03,0.402,2.468
9/5/15 1:18,0.396,2.36
9/5/15 1:33,0.372,2.553
9/5/15 1:48,0.852,3.824
9/5/15 2:03,0.324,2.033
9/5/15 2:19,0.378,2.432
9/5/15 2:33,0.348,2.057
9/5/15 2:48,0.312,2.142
9/5/15 3:03,0.342,2.142
9/5/15 3:18,0.264,2.057
9/5/15 3:34,0.258,1.779
9/5/15 3:49,0.222,1.839
9/5/15 4:03,0.234,1.73
9/5/15 4:18,0.228,1.924
9/5/15 4:34,0.21,1.549
9/5/15 4:49,0.234,1.634
9/5/15 5:05,0.216,1.597
9/5/15 5:19,0.228,1.597
9/5/15 5:35,0.192,1.513
9/5/15 5:52,0.21,1.537
9/5/15 6:04,0.204,1.67
9/5/15 6:19,0.198,1.549
9/5/15 6:34,0.18,1.609
9/5/15 6:51,0.186,1.549
9/5/15 7:04,0.192,1.343
9/5/15 7:19,0.228,1.125
9/5/15 7:34,0.18,1.258
9/5/15 7:49,0.594,1.585
9/5/15 8:04,0.51,1.742
9/5/15 8:19,0.546,1.815
9/5/15 8:34,0.684,1.803
9/5/15 8:49,0.768,2.239
9/5/15 9:04,0.762,2.565
9/5/15 9:20,0.756,2.251
9/5/15 9:34,0.81,2.311
9/5/15 10:05,0.816,2.045
9/5/15 10:19,0.81,1.634
9/5/15 10:34,0.714,1.742
9/5/15 10:49,0.786,1.513
9/5/15 11:04,0.78,1.791
9/5/15 11:19,0.84,1.476
9/5/15 11:34,0.756,1.561
9/5/15 11:49,0.78,1.851
9/5/15 12:05,0.756,1.525
9/5/15 12:20,0.768,1.5
9/5/15 12:34,0.756,1.44
9/5/15 12:49,0.798,1.682
9/5/15 13:05,0.792,1.537
9/5/15 13:20,0.78,1.706
9/5/15 13:35,0.738,1.706
9/5/15 13:50,0.768,2.009
9/5/15 14:05,0.78,2.009
9/5/15 14:20,0.798,2.674
9/5/15 14:35,0.798,2.493
9/5/15 14:50,0.822,2.529
9/5/15 15:05,0.828,3.461
9/5/15 15:20,0.798,3.061
9/5/15 15:35,0.756,3.001
9/5/15 15:51,0.816,3.376
9/5/15 16:05,0.774,3.606
9/5/15 16:20,0.75,3.969
9/5/15 16:35,0.72,4.175
9/5/15 16:50,0.744,4.247
9/5/15 17:05,0.666,3.993
9/5/15 17:20,0.72,3.775
9/5/15 17:35,0.72,4.538
9/5/15 17:50,0.696,4.562
9/5/15 18:05,0.714,4.32
9/5/15 18:20,0.714,4.066
9/5/15 18:35,0.696,4.078
9/5/15 18:50,0.564,3.122
9/5/15 19:05,0.618,3.449
9/5/15 19:20,0.522,3.098
9/5/15 19:35,0.516,3.255
9/5/15 19:51,0.498,3.061
9/5/15 20:06,0.528,3.17
9/5/15 20:21,0.516,2.977
9/5/15 20:46,0.462,2.844
9/5/15 20:53,0.408,2.602
9/5/15 21:21,0.324,2.251
9/5/15 22:11,0.228,1.912
9/5/15 22:11,0.258,2.287
9/5/15 22:21,0.63,3.775
9/5/15 22:36,0.606,3.775
9/5/15 22:51,0.576,3.727
9/5/15 23:06,0.582,3.824
9/5/15 23:21,0.63,3.715
9/5/15 23:36,0.642,4.053
9/5/15 23:51,0.654,3.884
9/6/15 0:22,0.642,3.545
9/6/15 0:36,0.732,3.267
9/6/15 0:51,0.558,3.4
9/6/15 1:06,0.444,3.17
9/6/15 1:21,0.378,2.807
9/6/15 1:36,0.36,2.662
9/6/15 1:51,0.348,2.493
9/6/15 2:06,0.324,2.214
9/6/15 2:21,0.33,2.13
9/6/15 2:37,0.288,2.105
9/6/15 2:52,0.264,1.96
9/6/15 3:06,0.264,1.827
9/6/15 3:21,0.258,1.779
9/6/15 3:37,0.306,1.694
9/6/15 3:52,0.204,1.537
9/6/15 4:09,0.246,1.549
9/6/15 9:22,0.108,1.053
9/6/15 10:37,0.114,0.908
9/6/15 10:52,0.114,0.859
9/6/15 11:08,0.114,0.847
9/6/15 11:23,0.114,0.762
9/6/15 11:38,0.108,0.69
9/6/15 11:53,0.096,0.787
9/6/15 12:08,0.096,0.666
9/6/15 12:23,0.12,0.617
9/6/15 12:38,0.096,0.702
9/6/15 12:53,0.126,0.726
9/6/15 13:08,0.132,0.702
9/6/15 13:23,0.114,0.641
9/6/15 13:38,0.102,0.593
9/6/15 13:53,0.12,0.69
9/6/15 14:09,0.114,0.823
9/6/15 14:38,0.138,0.883
9/6/15 15:08,0.114,1.065
9/6/15 15:23,0.114,1.186
9/6/15 15:38,0.126,1.089
9/6/15 15:53,0.12,1.029
9/6/15 16:08,0.138,1.004
9/6/15 16:23,0.144,1.379
9/6/15 16:38,0.138,1.476
9/6/15 16:53,0.144,1.428
9/6/15 17:08,0.126,1.295
9/6/15 17:23,0.132,1.573
9/6/15 17:38,0.12,1.597
9/6/15 17:53,0.12,1.537
9/6/15 18:08,0.12,1.597
9/6/15 18:24,0.126,1.319
9/6/15 18:39,0.114,1.367
9/6/15 18:54,0.126,1.343
9/6/15 19:09,0.114,1.416
9/6/15 19:24,0.12,1.488
9/6/15 19:39,0.12,1.452
9/6/15 19:54,0.114,1.464
9/6/15 20:09,0.108,1.525
9/6/15 20:24,0.144,1.44
9/6/15 20:39,0.108,1.44
9/6/15 20:54,0.132,1.561
9/6/15 21:09,0.114,1.392
9/6/15 21:24,0.102,1.379
9/6/15 21:39,0.186,1.355
9/6/15 21:56,0.12,1.428
9/6/15 22:13,0.114,1.428
9/6/15 22:27,0.12,1.355
9/6/15 22:39,0.132,1.283
9/6/15 22:54,1.29,2.202
9/6/15 23:09,0.384,1.488
9/6/15 23:24,0.108,1.319
9/6/15 23:39,0.108,1.331
9/6/15 23:54,0.096,1.331
9/7/15 0:09,0.108,1.331
9/7/15 0:24,0.102,1.016
9/7/15 0:39,0.114,1.004
9/7/15 0:54,0.102,1.101
9/7/15 1:09,0.126,1.283
9/7/15 1:24,0.162,1.634
9/7/15 1:39,0.186,1.488
9/7/15 1:55,0.18,1.561
9/7/15 2:09,0.192,1.573
9/7/15 2:25,0.18,1.464
9/7/15 2:40,0.18,1.621
9/7/15 2:55,0.216,1.44
9/7/15 3:10,0.186,1.609
9/7/15 3:25,0.192,1.513
9/7/15 3:40,0.198,1.537
9/7/15 3:55,0.198,1.5
9/7/15 4:11,0.192,1.488
9/7/15 4:31,0.18,1.416
9/7/15 4:40,0.198,1.367
9/7/15 4:55,0.168,1.404
9/7/15 5:10,0.15,1.379
9/7/15 5:25,0.162,1.295
9/7/15 5:40,0.216,1.283
9/7/15 5:55,0.156,1.307
9/7/15 6:10,0.156,1.319
9/7/15 6:25,0.144,1.404
9/7/15 6:40,0.144,1.283
9/7/15 6:56,0.126,1.186
9/7/15 7:11,0.12,0.968
9/7/15 7:40,0.108,0.811
9/7/15 7:56,0.12,0.774
9/7/15 8:10,0.102,0.738
9/7/15 8:26,0.108,0.666
9/7/15 8:55,0.162,0.666
9/7/15 9:40,0.096,0.569
9/7/15 9:56,0.102,0.581
9/7/15 10:11,0.096,0.545
9/7/15 10:26,0.108,0.557
9/7/15 10:41,0.108,0.557
9/7/15 10:56,0.108,0.557
9/7/15 11:11,0.108,0.605
9/7/15 11:26,0.108,0.581
9/7/15 11:41,0.102,0.581
9/7/15 11:56,0.108,0.593
9/7/15 12:11,0.102,0.557
9/7/15 12:26,0.378,0.593
9/7/15 12:41,0.12,0.545
9/7/15 12:56,0.108,0.605
9/7/15 13:11,2.502,1.041
9/7/15 13:26,0.348,0.774
9/7/15 13:41,0.252,0.92
9/7/15 13:56,0.36,0.895
9/7/15 14:11,0.348,0.956
9/7/15 14:26,0.3,0.932
9/7/15 14:41,0.33,0.992
9/7/15 14:56,0.306,1.029
9/7/15 15:11,0.342,1.186
9/7/15 15:26,0.288,1.234
9/7/15 15:41,0.264,1.258
9/7/15 15:56,0.276,1.222
9/7/15 16:11,0.282,1.283
9/7/15 16:26,0.27,1.392
9/7/15 16:41,0.276,1.488
9/7/15 16:56,0.276,1.525
9/7/15 17:11,0.276,1.803
9/7/15 17:27,0.312,1.755
9/7/15 17:42,0.276,1.924
9/7/15 17:57,0.276,1.96
9/7/15 18:12,0.36,1.803
9/7/15 18:27,0.24,1.767
9/7/15 18:42,0.276,1.767
9/7/15 18:57,0.228,1.767
9/7/15 19:12,0.3,1.779
9/7/15 19:27,0.252,1.694
9/7/15 19:42,0.234,1.779
9/7/15 20:02,0.24,1.827
9/7/15 20:12,0.216,1.839
9/7/15 20:27,0.228,1.9
9/7/15 20:42,0.234,1.742
9/7/15 20:57,0.21,1.621
9/7/15 21:12,0.216,1.803
9/7/15 21:27,0.444,1.718
9/7/15 21:42,0.426,1.827
9/7/15 21:57,0.426,2.021
9/7/15 22:12,0.414,2.021
9/7/15 22:27,0.426,2.226
9/7/15 22:42,0.414,2.432
9/7/15 22:57,0.396,2.384
9/7/15 23:12,0.402,2.468
9/7/15 23:27,0.39,2.335
9/7/15 23:42,0.354,2.347
9/7/15 23:57,0.3,2.142
9/8/15 0:12,0.546,2.819
9/8/15 0:27,0.576,2.819
9/8/15 0:42,0.552,2.771
9/8/15 0:57,0.486,2.602
9/8/15 1:13,0.426,2.299
9/8/15 1:28,0.426,2.214
9/8/15 1:43,0.42,2.541
9/8/15 1:58,0.366,2.36
9/8/15 2:13,0.36,2.214
9/8/15 2:28,0.378,2.347
9/8/15 2:43,0.348,2.614
9/8/15 2:58,0.366,2.372
9/8/15 3:13,0.336,2.481
9/8/15 3:28,0.378,2.335
9/8/15 3:43,0.342,2.311
9/8/15 3:58,0.336,2.214
9/8/15 4:13,0.3,2.202
9/8/15 4:28,0.318,2.251
9/8/15 4:43,0.294,1.972
9/8/15 4:58,0.33,1.984
9/8/15 5:13,0.276,1.791
9/8/15 5:28,0.24,1.67
9/8/15 5:43,0.246,1.621
9/8/15 5:58,0.246,1.5
9/8/15 6:13,0.21,1.44
9/8/15 6:28,0.222,1.5
9/8/15 6:43,0.204,1.646
9/8/15 6:58,0.18,1.44
9/8/15 7:13,0.18,1.392
9/8/15 7:28,0.21,1.476
9/8/15 7:43,0.162,1.258
9/8/15 7:58,0.174,1.186
9/8/15 8:13,0.174,1.186
9/8/15 8:28,0.174,1.186
9/8/15 8:44,0.15,1.041
9/8/15 8:59,0.168,1.234
9/8/15 9:14,0.156,1.041
9/8/15 9:29,0.168,0.895
9/8/15 9:44,0.186,0.823
9/8/15 9:59,0.246,0.956
9/8/15 10:14,0.222,1.125
9/8/15 10:29,0.222,0.992
9/8/15 10:44,0.252,1.174
9/8/15 10:59,0.288,1.295
9/8/15 11:14,0.282,1.476
9/8/15 11:29,0.294,1.029
9/8/15 11:44,0.318,1.331
9/8/15 11:59,0.318,1.513
9/8/15 12:14,0.234,0.98
9/8/15 12:29,0.552,1.5
9/8/15 12:44,0.486,1.222
9/8/15 12:59,0.558,1.355
9/8/15 13:14,0.498,1.21
9/8/15 13:29,0.51,1.367
9/8/15 13:44,0.546,1.307
9/8/15 13:59,0.594,1.283
9/8/15 14:14,0.606,1.464
9/8/15 14:29,0.63,1.646
9/8/15 14:44,0.624,1.634
9/8/15 14:59,0.684,1.912
9/8/15 15:14,0.678,2.42
9/8/15 15:29,0.678,2.831
9/8/15 15:44,0.642,2.614
9/8/15 15:59,0.606,2.686
9/8/15 16:15,0.594,2.819
9/8/15 16:30,0.57,3.013
9/8/15 16:45,0.576,3.521
9/8/15 17:00,0.552,3.557
9/8/15 17:15,0.51,3.715
9/8/15 17:30,0.468,3.799
9/8/15 17:45,0.486,4.392
9/8/15 18:00,0.468,4.392
9/8/15 18:15,0.468,4.38
9/8/15 18:30,0.42,3.981
9/8/15 18:45,0.42,3.981
9/8/15 19:00,0.426,3.618
9/8/15 19:15,0.456,3.691
9/8/15 19:30,0.384,3.461
9/8/15 19:45,0.342,3.449
9/8/15 20:00,0.372,3.207
9/8/15 20:15,0.672,4.199
9/8/15 20:30,0.33,3.303
9/8/15 20:45,0.366,3.11
9/8/15 21:00,0.372,3.122
9/8/15 21:15,0.372,3.17
9/8/15 21:30,0.456,2.795
9/8/15 21:45,0.522,2.71
9/8/15 22:00,0.54,2.783
9/8/15 22:15,0.534,3.11
9/8/15 22:30,0.618,2.94
9/8/15 22:45,0.558,3.146
9/8/15 23:00,0.522,3.11
9/8/15 23:15,0.492,3.255
9/8/15 23:30,0.558,3.219
9/8/15 23:46,0.504,3.122
9/9/15 0:01,0.522,3.122
9/9/15 0:16,0.558,3.352
9/9/15 0:31,0.564,3.424
9/9/15 0:46,0.54,3.412
9/9/15 1:01,0.552,3.545
9/9/15 1:16,0.582,3.509
9/9/15 1:31,0.594,3.582
9/9/15 1:46,0.582,3.473
9/9/15 2:01,0.588,3.364
9/9/15 2:16,0.612,3.328
9/9/15 2:31,0.738,3.533
9/9/15 2:46,0.786,3.63
9/9/15 3:01,0.732,3.4
9/9/15 3:16,0.732,3.412
9/9/15 3:31,0.714,3.497
9/9/15 3:46,0.684,3.461
9/9/15 4:01,0.69,3.207
9/9/15 4:16,0.96,3.315
9/9/15 4:31,0.642,3.388
9/9/15 4:46,0.66,3.485
9/9/15 5:01,0.72,3.509
9/9/15 5:16,0.66,3.57
9/9/15 5:31,0.702,3.4
9/9/15 5:46,0.63,3.461
9/9/15 6:01,0.672,3.654
9/9/15 6:16,0.684,3.666
9/9/15 6:31,0.672,3.63
9/9/15 6:46,0.654,3.703
9/9/15 7:01,0.69,3.739
9/9/15 7:17,0.612,3.848
9/9/15 7:32,0.624,3.727
9/9/15 7:47,0.6,2.88
9/9/15 8:02,0.672,3.267
9/9/15 8:17,0.66,2.807
9/9/15 8:32,0.576,2.892
9/9/15 8:47,0.606,2.19
9/9/15 9:02,0.57,2.057
9/9/15 9:17,1.212,1.73
9/9/15 9:32,0.48,1.803
9/9/15 9:47,0.522,1.355
9/9/15 10:02,0.552,1.283
9/9/15 10:17,0.546,1.174
9/9/15 10:32,0.576,1.21
9/9/15 10:47,0.588,1.428
9/9/15 11:02,0.636,1.283
9/9/15 11:17,0.72,1.488
9/9/15 11:32,0.726,1.307
9/9/15 11:47,0.642,1.174
9/9/15 12:02,0.642,1.258
9/9/15 12:17,0.774,1.21
9/9/15 12:32,0.594,1.137
9/9/15 12:47,0.708,1.198
9/9/15 13:02,0.66,1.065
9/9/15 13:17,1.296,1.174
9/9/15 13:32,0.666,1.137
9/9/15 13:47,0.672,1.246
9/9/15 14:02,0.648,1.283
9/9/15 14:17,0.672,1.343
9/9/15 14:32,0.636,1.295
9/9/15 14:48,0.642,1.561
9/9/15 15:03,0.66,1.355
9/9/15 15:18,0.498,1.404
9/9/15 15:33,0.456,1.283
9/9/15 15:48,0.468,1.331
9/9/15 16:03,0.456,1.488
9/9/15 16:18,0.528,1.658
9/9/15 16:33,0.528,1.912
9/9/15 16:48,0.498,1.948
9/9/15 17:03,0.552,2.444
9/9/15 17:18,0.528,2.589
9/9/15 17:33,0.528,2.892
9/9/15 17:48,0.558,3.134
9/9/15 18:03,0.57,3.122
9/9/15 18:18,0.66,3.291
9/9/15 18:33,0.624,3.449
9/9/15 18:48,0.678,3.509
9/9/15 19:03,0.672,3.727
9/9/15 19:18,0.618,3.666
9/9/15 19:33,0.654,4.041
9/9/15 19:48,0.684,3.703
9/9/15 20:03,0.624,3.727
9/9/15 20:18,0.636,3.666
9/9/15 20:33,0.654,3.884
9/9/15 20:48,0.726,3.557
9/9/15 21:03,0.546,3.086
9/9/15 21:18,0.576,2.723
9/9/15 21:33,0.714,2.626
9/9/15 21:48,0.786,2.577
9/9/15 22:04,0.612,2.384
9/9/15 22:19,0.624,2.807
9/9/15 22:34,0.636,2.807
9/9/15 22:49,0.72,2.783
9/9/15 23:04,0.534,2.505
9/9/15 23:19,0.522,2.529
9/9/15 23:34,0.666,2.505
9/9/15 23:49,0.474,2.468
9/10/15 0:04,0.462,2.517
9/10/15 0:19,0.426,2.323
9/10/15 0:34,0.426,2.323
9/10/15 0:49,0.408,2.372
9/10/15 1:04,0.408,2.396
9/10/15 1:19,0.45,2.456
9/10/15 1:34,0.408,2.335
9/10/15 1:49,0.354,2.13
9/10/15 2:04,0.39,2.081
9/10/15 2:19,0.384,1.972
9/10/15 2:34,0.36,1.924
9/10/15 2:49,0.606,2.118
9/10/15 3:04,0.906,2.311
9/10/15 3:19,1.062,2.456
9/10/15 3:34,1.134,2.517
9/10/15 3:49,1.074,2.565
9/10/15 4:04,1.17,2.626
9/10/15 4:19,1.224,3.533
9/10/15 4:34,1.206,2.771
9/10/15 4:49,1.05,2.759
9/10/15 5:04,20.862,7.03
9/10/15 5:19,0.984,2.541
9/10/15 5:34,0.984,2.662
9/10/15 5:50,0.93,2.432
9/10/15 6:05,0.846,2.771
9/10/15 6:20,0.84,2.686
9/10/15 6:35,0.828,3.073
9/10/15 6:50,0.84,3.146
9/10/15 7:05,0.912,3.134
9/10/15 7:20,0.798,2.989
9/10/15 7:35,0.732,3.001
9/10/15 7:50,0.864,2.783
9/10/15 8:05,0.786,2.723
9/10/15 8:20,0.774,2.723
9/10/15 8:35,0.714,2.614
9/10/15 8:50,0.714,2.178
9/10/15 9:05,0.762,2.13
9/10/15 9:20,0.636,1.827
9/10/15 9:35,0.612,1.839
9/10/15 9:50,0.582,1.573
9/10/15 10:05,0.702,1.246
9/10/15 10:20,0.624,1.416
9/10/15 10:35,0.654,1.331
9/10/15 10:50,0.81,1.246
9/10/15 11:05,0.75,1.246
9/10/15 11:20,0.624,1.246
9/10/15 11:35,0.636,1.174
9/10/15 11:50,0.684,1.367
9/10/15 12:05,1.302,1.234
9/10/15 12:20,0.672,1.162
9/10/15 12:35,0.69,1.234
9/10/15 12:50,0.618,1.137
9/10/15 13:05,0.588,1.186
9/10/15 13:21,0.666,1.416
9/10/15 13:36,0.642,1.634
9/10/15 13:51,0.738,1.67
9/10/15 14:06,0.648,1.537
9/10/15 14:21,0.612,1.513
9/10/15 14:36,0.564,1.319
9/10/15 14:51,0.414,1.428
9/10/15 15:06,0.456,1.609
9/10/15 15:21,1.26,1.742
9/10/15 15:36,1.284,1.876
9/10/15 15:51,1.47,2.335
9/10/15 16:06,1.338,2.481
9/10/15 16:21,1.104,2.42
9/10/15 16:36,1.026,3.17
9/10/15 16:51,1.038,3.497
9/10/15 17:06,0.936,3.315
9/10/15 17:21,0.828,3.57
9/10/15 17:36,0.786,3.933
9/10/15 17:51,0.738,3.896
9/10/15 18:06,0.918,3.449
9/10/15 18:21,0.804,3.582
9/10/15 18:36,0.81,3.582
9/10/15 18:51,0.78,3.412
9/10/15 19:06,0.732,3.545
9/10/15 19:21,0.816,3.618
9/10/15 19:36,0.774,3.654
9/10/15 19:51,0.816,3.521
9/10/15 20:06,0.75,3.279
9/10/15 20:21,0.756,3.654
9/10/15 20:36,0.756,3.461
9/10/15 20:52,0.726,3.557
9/10/15 21:07,0.792,3.739
9/10/15 21:22,0.744,3.703
9/10/15 21:37,0.756,3.557
9/10/15 21:52,0.75,3.654
9/10/15 22:07,0.804,3.763
9/10/15 22:22,0.792,3.727
9/10/15 22:37,0.696,3.461
9/10/15 22:52,0.696,2.844
9/10/15 23:07,0.612,2.408
9/10/15 23:22,0.654,2.42
9/10/15 23:37,0.606,2.275
9/10/15 23:52,0.636,2.481
9/11/15 0:07,0.558,2.19
9/11/15 0:22,0.546,2.251
9/11/15 0:37,0.582,2.19
9/11/15 0:52,0.606,2.202
9/11/15 1:07,0.588,2.275
9/11/15 1:22,0.612,2.456
9/11/15 1:37,0.648,2.432
9/11/15 1:52,0.612,2.493
9/11/15 2:07,0.624,2.505
9/11/15 2:22,0.594,2.251
9/11/15 2:37,0.546,2.311
9/11/15 2:52,0.552,2.299
9/11/15 3:07,0.498,2.202
9/11/15 3:22,0.462,2.118
9/11/15 3:37,0.438,2.033
9/11/15 3:52,0.45,2.287
9/11/15 4:07,0.396,2.081
9/11/15 4:23,0.414,2.154
9/11/15 4:38,0.438,2.214
9/11/15 4:53,0.438,2.009
9/11/15 5:08,0.39,2.118
9/11/15 5:23,0.444,2.166
9/11/15 5:38,0.486,2.154
9/11/15 5:53,0.456,2.202
9/11/15 6:08,0.45,2.19
9/11/15 6:23,0.456,2.36
9/11/15 6:38,0.432,2.323
9/11/15 6:53,0.384,2.263
9/11/15 7:08,0.402,2.009
9/11/15 7:23,0.39,1.827
9/11/15 7:38,0.402,1.67
9/11/15 7:53,0.36,1.452
9/11/15 8:08,0.354,1.234
9/11/15 8:23,0.342,1.392
9/11/15 8:38,0.348,1.404
9/11/15 8:53,0.33,1.682
9/11/15 9:08,0.348,1.077
9/11/15 9:23,0.306,1.029
9/11/15 9:38,0.324,1.089
9/11/15 9:53,0.378,1.077
9/11/15 10:08,0.444,1.137
9/11/15 10:23,0.462,1.21
9/11/15 10:38,0.468,1.392
9/11/15 10:53,0.498,1.15
9/11/15 11:08,0.54,1.089
9/11/15 11:23,0.444,1.089
9/11/15 11:38,0.468,1.065
9/11/15 11:54,0.498,1.041
9/11/15 12:09,0.51,0.98
9/11/15 12:24,0.468,1.113
9/11/15 12:39,0.444,1.065
9/11/15 12:54,0.432,1.004
9/11/15 13:09,0.504,1.198
9/11/15 13:24,0.594,1.234
9/11/15 13:39,0.606,1.271
9/11/15 13:54,0.582,1.15
9/11/15 14:09,0.972,1.234
9/11/15 14:24,0.606,1.573
9/11/15 14:39,0.648,1.755
9/11/15 14:54,0.666,1.742
9/11/15 15:09,0.714,1.513
9/11/15 15:24,0.636,1.96
9/11/15 15:39,1.53,2.275
9/11/15 15:54,0.75,2.952
9/11/15 16:09,0.942,3.606
9/11/15 16:24,0.936,4.078
9/11/15 16:39,0.966,3.594
9/11/15 16:54,0.786,3.763
9/11/15 17:09,0.696,3.703
9/11/15 17:24,0.648,4.392
9/11/15 17:39,0.69,5.554
9/11/15 17:54,0.672,5.191
9/11/15 18:09,0.624,4.949
9/11/15 18:24,0.612,5.312
9/11/15 18:39,0.672,5.07
9/11/15 18:54,0.648,5.772
9/11/15 19:10,0.606,5.409
9/11/15 19:25,0.588,4.804
9/11/15 19:40,0.63,5.191
9/11/15 19:55,0.858,6.159
9/11/15 20:10,0.63,4.985
9/11/15 20:25,0.624,5.36
9/11/15 20:40,0.582,5.639
9/11/15 20:55,0.57,5.53
9/11/15 21:10,0.594,5.13
9/11/15 21:25,0.57,4.767
9/11/15 21:40,0.57,5.348
9/11/15 21:55,0.528,5.034
9/11/15 22:10,0.54,4.949
9/11/15 22:25,0.522,4.78
9/11/15 22:40,0.498,4.659
9/11/15 22:55,0.558,4.719
9/11/15 23:10,0.57,4.852
9/11/15 23:25,0.582,4.707
9/11/15 23:40,0.558,4.731
9/11/15 23:55,0.6,4.804
9/12/15 0:10,0.618,4.876
9/12/15 0:25,0.528,4.332
9/12/15 0:40,0.516,3.908
9/12/15 0:55,0.51,4.223
9/12/15 1:10,0.528,3.328
9/12/15 1:25,0.54,3.545
9/12/15 1:40,0.498,3.328
9/12/15 1:55,0.552,3.606
9/12/15 2:10,0.522,3.703
9/12/15 2:25,0.54,3.545
9/12/15 2:40,0.534,3.92
9/12/15 2:56,0.54,4.344
9/12/15 3:11,0.546,3.763
9/12/15 3:26,0.54,3.473
9/12/15 3:41,0.528,3.509
9/12/15 3:56,0.54,3.751
9/12/15 4:11,0.528,3.243
9/12/15 4:26,0.576,4.041
9/12/15 4:41,0.54,4.005
9/12/15 4:56,0.588,4.501
9/12/15 5:11,0.594,4.223
